Product URL,Product Name,Product Price,Rating,Number of reviews,Manufacturer,ASIN
https://www.amazon.in//SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-36,Safari Compact Size 15 Ltrs Casual Backpack For Unisex Adult - Sea Blue  ,₹329,4.0 out of 5 stars,"20,481","Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",B07Q7CNPMV
https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-37,ADISA 32L large laptop backpack office bag college travel back pack with rain cover  ,₹599,3.8 out of 5 stars,320,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B0BPTV3795
https://www.amazon.in//Zebronics-TechshieldA1-Compartment-15-6-inch-Polyester/dp/B0C6QV9GCY/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-38,"Zebronics TechshieldA1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Light Grey)  ",₹599,5.0 out of 5 stars,4,Zebronics India Private Limited,B0C6QV9GCY
https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-39,ADISA 32L large laptop backpack office bag college travel back pack with rain cover  ,₹599,3.8 out of 5 stars,320,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B0BPVCBFM7
https://www.amazon.in//Safari-Laptop-Backpack-Compartments-Resistant/dp/B09B27S9SG/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-40,"Safari Tribe 35 Ltrs Large Laptop Backpack with 3 Compartments, Water Resistant Fabric - Black (TRIBE19CBBLK)  ","₹1,109",3.8 out of 5 stars,"1,711","Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B27S9SG
https://www.amazon.in//Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-41,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover  ,"₹1,349",4.1 out of 5 stars,"1,426",AB Amazing Bags,B08PSX1LN9
https://www.amazon.in//Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF9VHTY/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-42,Genie Flamenco2 Casual Backpacks for Women  ,₹733,4.3 out of 5 stars,"1,554","Safari, 302-303, A Wing, The Qube CTS No.1498, Andheri East, Mumbai, MH-400059, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B08YF9VHTY
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjEwNTM5MDQ2MTUzOTg4OjE2OTI2NDIzODE6c3BfbXRmOjIwMTYxOTAxMDE1MDk4OjowOjo&url=%2FSPENZ-BAGS-Backpack-Raincover-Ice-Blue%2Fdp%2FB0C3RLDGSQ%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692642381%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover  ",₹845,4.0 out of 5 stars,161,"Spenz Bags, Spenz Bags",B0C3RLDGSQ
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjEwNTM5MDQ2MTUzOTg4OjE2OTI2NDIzODE6c3BfbXRmOjIwMDY1NTMzNjg0Njk4OjowOjo&url=%2FUppercase-Medium-Size-Backpack-_Blue%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692642381%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","₹1,700",4.0 out of 5 stars,269,"Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",B0B81YTTWS
https://www.amazon.in//Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-45,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping  ",₹809,3.8 out of 5 stars,"3,150","Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B26VHXV
https://www.amazon.in//SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-46,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey)  ,₹387,4.3 out of 5 stars,"7,909","Sfane, Sfane Trends",B07XXFB9CZ
https://www.amazon.in//TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-47,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)  ",₹599,3.7 out of 5 stars,261,Rama luxury store,B0BYB631NR
https://www.amazon.in//Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-48,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls  ",₹670,4.0 out of 5 stars,"5,603","FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002",B09VTC876Z
https://www.amazon.in//Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-49,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag  ,₹843,3.6 out of 5 stars,912,"Atulitu Agency, 251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400093",B08WQ668WJ
https://www.amazon.in//Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-50,motherly Stylish Babies Diaper Bags for Mothers - Economical Version (Grey and Pink)  ,"₹1,799",4.6 out of 5 stars,"5,922",Motherly,B07DMKJJB4
https://www.amazon.in//Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-51,Gear Triumph Summer Print 26L Water Resistant Backpack with Rain Cover/School Bag/College Bag/Daypack/Casual Backack for Girls/Women (Blue-Beige)  ,₹797,4.2 out of 5 stars,"5,726","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366",B00VWM11HQ
https://www.amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1692642381&sprefix=ba%2Caps%2C283&sr=8-52,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)  ",₹398,4.1 out of 5 stars,"9,706",Korrun India Pvt. Ltd,B088XG77KN
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjEwNTM5MDQ2MTUzOTg4OjE2OTI2NDIzODE6c3BfYnRmOjIwMTA4NDc1MDc0Njk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BRMWDNZ7%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692642381%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","₹2,400",4.3 out of 5 stars,78,"Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",B0BRMWDNZ7
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTg5OTkzMzU5NzM1NDY1OjE2OTI2NDIzODc6c3BfYXRmX25leHQ6MzAwMDA1ODI3MDUwNTMyOjowOjo&url=%2FAristocrat-Ltrs-Black-Rucksack-Duro%2Fdp%2FB07VB76WL9%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692642387%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Aristocrat 45 Ltrs Black Rucksack  ,"₹1,681",4.0 out of 5 stars,343,"Aristocrat, VIP Industries Ltd, DGP House, 5 th Floor, 88C Old Prabhadevi Road, Mumbai, Maharashtra - 400025; 24X7 Toll Free Helpline No. 1800-1022-256",B07VB76WL9
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTg5OTkzMzU5NzM1NDY1OjE2OTI2NDIzODc6c3BfYXRmX25leHQ6MzAwMDA4MDIwNTg5NzMyOjowOjo&url=%2FAristocrat-Space-Unisex-Wine-Laptop%2Fdp%2FB0B5YGJQSV%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692642387%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Aristocrat Hi Space 40L Unisex Wine Laptop Bags  ,"₹1,051",4.1 out of 5 stars,11,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025, VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025",B0B5YGJQSV
https://www.amazon.in//Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-51,Gear Vintage2 28L Medium Size Faux Leather Water Resistant Anti Theft Unisex LaptopBackpack- Navy  ,₹969,4.4 out of 5 stars,"3,350","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366",B07G4HH78P
https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-52,"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)  ",₹609,3.8 out of 5 stars,953,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B277CR5
https://www.amazon.in//Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-53,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port  ",₹479,3.9 out of 5 stars,"10,361","Fur Jaden, Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028",B07J46KLFP
https://www.amazon.in//LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BZW8KW18/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-54,LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack  ,₹439,3.8 out of 5 stars,54,"LOOKMUSTER, ABU GROUP OF INDUSTRIES B-3/406 AGAR NAGAR PREM NAGAR-RD KIRARI SULEMAN NAGAR DELHI-110086",B0BZW8KW18
https://www.amazon.in//Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-55,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black)  ,₹549,3.9 out of 5 stars,"7,765",Martucci,B088B4P6ZW
https://www.amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-56,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag  ,₹843,4.0 out of 5 stars,"6,339","Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)",B07XVMR33Q
https://www.amazon.in//Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-57,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit  ,₹499,4.2 out of 5 stars,"3,503","Freewill Sports Private Limited, Freewill Sports Pvt Ltd. - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000",B071KNXQ7Y
https://www.amazon.in//Safari-Overnighter-Resistant-Polyester-Travelling/dp/B097JK3X9D/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-58,"Safari Crew Overnighter Backpack, 40 Ltr Water Resistant Travel Laptop Bag, Black Polyester Backpack for Men and Women, Spacious Shoulder Bag for Travelling and Camping  ","₹1,709",4.3 out of 5 stars,260,"Safari, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",B097JK3X9D
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTg5OTkzMzU5NzM1NDY1OjE2OTI2NDIzODc6c3BfbXRmOjMwMDAyNDk5ODI1NzczMjo6MDo6&url=%2FEUME-Ease-Built-Anti-Theft-Up%2Fdp%2FB07NZBG7YX%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692642387%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"EUME Ease - 31L Premium Laptop Bag for Men, Black | Built-in Massager, Water Resistant & Anti-Theft | Fits Up-to 15.6"" MacBook | Travel Bag | Business Bag |Office Bag for Men & Women  ","₹5,599",3.8 out of 5 stars,23,"Eume, Designed By EUME Lifetsyle Pvt Ltd, Bldg No.193, Indian Corporation, Dapode Road, Mankoli Naka, BHIWANDI MAHARASHTRA India 421302 Customer Care : 9321366003",B07NZBG7YX
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTg5OTkzMzU5NzM1NDY1OjE2OTI2NDIzODc6c3BfbXRmOjMwMDAzNzc3ODQ0NDczMjo6MDo6&url=%2Fnano17-Waterproof-Backpack-College-Business%2Fdp%2FB0BQ6ZPLFK%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692642387%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,BORA Bag nano17 Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Blue Yellow Casual Utility Backpack (Leather Edition)  ,₹459,4.1 out of 5 stars,9,O2 INDIA,B0BQ6ZPLFK
https://www.amazon.in//Lavie-Odiase-Womens-Satchel-Handbag/dp/B08SW9RJ75/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-61,Lavie Women's Odiase Medium Satchel Bag | Ladies Purse Handbag  ,"₹1,099",4.1 out of 5 stars,"1,515","Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093.",B08SW9RJ75
https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-62,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)  ",₹609,3.8 out of 5 stars,974,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B26MB5M
https://www.amazon.in//HP-Lightweight-200-Green-Backpack/dp/B08CY1XYFL/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-63,"HP Lightweight 200 15.6-inch Laptop Backpack with Padded Shoulder Straps, Green  ","₹1,646",4.3 out of 5 stars,278,"Korrun India Pvt. Ltd., Korrun India Pvt. Ltd.",B08CY1XYFL
https://www.amazon.in//Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-64,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover  ,₹849,3.9 out of 5 stars,"3,442",Amazing Bags,B0BHX7GY16
https://www.amazon.in//Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-65,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)  ",₹959,3.7 out of 5 stars,"1,053","Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B2581S9
https://www.amazon.in//Murano-Casual-daybackpack-Office-College/dp/B0BX9FLPNX/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-66,Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange)  ,₹269,3.1 out of 5 stars,71,Avon Lifestyle Pvt Ltd,B0BX9FLPNX
https://www.amazon.in//Genie-Miami-litres-Casual-Backpack/dp/B07SRGGGNC/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-67,"Genie Miami Laptop Backpack for Women,Tuition bag, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College  ",₹803,4.2 out of 5 stars,"1,484","Safari, Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in",B07SRGGGNC
https://www.amazon.in//Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1692642387&sprefix=ba%2Caps%2C283&sr=8-68,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel  ,₹269,4.0 out of 5 stars,"3,839","Freewill Sports Private Limited, Freewill Sports Private Limited - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000",B07FWQ9HRV
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTg5OTkzMzU5NzM1NDY1OjE2OTI2NDIzODc6c3BfYnRmOjIwMDk3NjEyMjMxNjk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692642387%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Laptop Backpack Printed Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys & Girls(Pink)  ","₹1,200",4.4 out of 5 stars,35,"Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",B0B9T4YDPX
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NjE1MDk3OTAwNzcwMDg1OjE2OTI2NDIzOTQ6c3BfYXRmX25leHQ6MjAxMTgzNjI2ODYwOTg6OjA6Og&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BTYTY8GG%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692642394%26sprefix%3Dba%252Caps%252C283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"UPPERCASE Sigma Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","₹2,100",4.7 out of 5 stars,24,"Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",B0BTYTY8GG
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NjE1MDk3OTAwNzcwMDg1OjE2OTI2NDIzOTQ6c3BfYXRmX25leHQ6MjAxNDUzNTcxMDIyOTg6OjA6Og&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0C1CBY2PJ%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692642394%26sprefix%3Dba%252Caps%252C283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","₹2,300",4.2 out of 5 stars,62,"Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India",B0C1CBY2PJ
https://www.amazon.in//Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1692642394&sprefix=ba%2Caps%2C283&sr=8-67,NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag (Black)  ,₹459,4.2 out of 5 stars,"5,888","Freewill Sports Private Limited, Freewill Sports Private Limited - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000",B07222KX3S
https://www.amazon.in//ROZEN-School-partition-Collage-Backpack/dp/B0BRTDXVZC/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1692642394&sprefix=ba%2Caps%2C283&sr=8-68,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex  ",₹697,4.0 out of 5 stars,199,"ROZEN, ROZEN",B0BRTDXVZC
https://www.amazon.in//Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1692642394&sprefix=ba%2Caps%2C283&sr=8-69,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men  ,"₹1,399",4.1 out of 5 stars,501,"Trajectory Marketing LLP, Customer support contact no:- 8178915719",B09RK6NCGC
